cv_monthly,college_station
0.5155070356630626,No
0.4430117623369972,No
0.5617853350564699,No
0.5683792711363178,No
0.4788897774505549,No
0.5574978628806808,No
0.49196360424346386,No
0.5718005259231737,No
0.3393230893594361,No
0.3730757078921799,No
0.41734327547857214,No
0.5398189304380314,No
0.4787706715147293,No
0.4136486108713699,No
0.5286327370261925,No
0.5706860915475613,No
0.6106307998769763,No
0.5602686733730775,No
0.4079608444049346,No
0.5256276572542353,No
0.5408542771628669,No
0.5113209888030337,No
0.4704622040282605,No
0.48102432756687286,No
1.359360061637299,No
0.4754416529578555,No
0.5663516349946983,No
0.4391139239219913,No
0.4743802256276305,No
0.5997903023260114,No
0.5536403963828358,No
0.44306878037549585,No
0.4460078641063985,No
0.4691247311235471,No
0.5907403608189171,No
0.4258920267721335,No
0.5960894723005904,No
0.4474885970747876,No
0.5378845446818964,No
0.4802568033876527,No
0.5500752667273456,No
0.42079122019656656,No
0.4652079405338251,No
0.5605300163767568,No
0.4064637645546855,No
0.46520133346946985,No
0.38171550853708136,No
0.46399033632627745,No
0.4902353481713641,No
0.41713419160762444,No
0.3976339350001949,No
0.4601651394209473,No
0.5388080593316007,No
0.5175836232314754,No
0.39487539666212734,No
0.461792285431621,No
0.3519274812754971,No
0.5542864941158958,No
0.5630860209282752,No
0.5855218016638912,No
0.40539825003420304,No
0.4572249822860133,No
0.5943018239003016,No
0.5599383069258356,No
0.6341307522457854,No
0.4364105524045118,No
0.4869178570330899,No
0.3842407491161556,No
0.46719489337369335,No
0.6568059748555486,No
0.6622205676440722,No
0.412527455547093,No
0.46593257356336715,No
0.48079065093512646,No
0.3814767723972583,No
0.47316940097380156,No
0.45178492609009924,No
0.5983292565873222,No
0.5315301804713366,No
0.5902019945625465,No
0.46198702482066806,No
0.5497502352163801,No
0.5597239073588706,No
0.42850307820622496,No
0.5311242292055244,No
0.5874301176617652,No
0.4104562477649761,No
0.5601930426150064,No
0.479622686362207,No
0.3909046551151221,No
0.5267540021153609,No
0.4604777905703762,No
0.46463952335134956,No
0.3083432354591955,No
0.5304304447574154,No
0.5681707166451354,No
0.5496269120101227,No
0.644570458603693,No
0.4369998583678747,No
0.5169713178305048,No
0.4752399337268867,No
0.631305481394392,No
0.5087243443602533,No
0.5452502499553408,No
0.48246313542213626,No
0.4264354616768396,No
0.43200778347092184,No
0.6251675291393408,No
0.48874142940067467,No
